short,long,vol_target,atr_win,k,sl,tp,cooldown,sharpe,cagr_pct,max_dd_pct,trades,exposure_pct,avg_pos_size
5,50,0.1,21,0.5,2ATR,0,5,-6.78,-100,49.93,456,46.07,0.129
5,50,0.15,14,0.5,1ATR,0,0,-6.78,-100,61.69,632,47.02,0.192
5,100,0.2,21,1,1ATR,2ATR,0,-6.79,-100,95.26,2016,40.17,0.339
10,50,0.1,14,1,2ATR,2ATR,5,-6.79,-100,79.12,1036,31.13,0.164
10,50,0.2,14,0.5,2ATR,2ATR,5,-6.79,-100,79.12,1036,31.13,0.164
5,100,0.15,21,1,2ATR,3ATR,5,-6.8,-100,71.1,816,35.28,0.249
5,50,0.1,21,1,2ATR,2ATR,5,-6.86,-100,80.74,1090,31.88,0.167
5,50,0.2,21,0.5,2ATR,2ATR,5,-6.86,-100,80.74,1090,31.88,0.167
10,100,0.1,14,1,1ATR,3ATR,5,-6.9,-100,78.01,1002,29.41,0.155
10,100,0.2,14,0.5,1ATR,3ATR,5,-6.9,-100,78.01,1002,29.41,0.155
5,50,0.2,21,1,2ATR,0,0,-6.93,-100,54.25,504,47.72,0.4
10,150,0.1,21,0.5,1ATR,3ATR,5,-6.94,-100,77.09,978,28.06,0.079
5,100,0.2,21,1,2ATR,2ATR,0,-7.01,-100,89.24,1470,42.57,0.357
10,150,0.1,21,1,1ATR,3ATR,5,-7.04,-100,77.2,978,28.06,0.149
10,150,0.2,21,0.5,1ATR,3ATR,5,-7.04,-100,77.2,978,28.06,0.149
5,50,0.15,21,1,2ATR,0,5,-7.06,-100,50.55,456,46.07,0.323
10,100,0.15,14,0.5,1ATR,3ATR,5,-7.08,-100,77.96,1002,29.41,0.12
5,50,0.15,21,0.5,2ATR,2ATR,5,-7.09,-100,80.69,1090,31.88,0.13
20,150,0.1,21,1,1ATR,3ATR,5,-7.1,-100,77.61,990,27.36,0.147
20,150,0.2,21,0.5,1ATR,3ATR,5,-7.1,-100,77.61,990,27.36,0.147
5,50,0.1,21,0.5,2ATR,2ATR,5,-7.11,-100,80.64,1090,31.88,0.089
5,50,0.15,14,1,2ATR,0,5,-7.12,-100,50.86,460,46.04,0.323
5,50,0.15,14,1,2ATR,3ATR,5,-7.12,-100,74.53,900,36.35,0.252
5,50,0.1,14,1,2ATR,0,5,-7.13,-100,50.58,460,46.04,0.24
5,50,0.2,14,0.5,2ATR,0,5,-7.13,-100,50.58,460,46.04,0.24
5,50,0.15,14,1,2ATR,2ATR,0,-7.14,-100,90.56,1560,43.18,0.302
5,100,0.15,21,1,2ATR,2ATR,5,-7.14,-100,78.34,1008,31.16,0.225
10,150,0.15,21,0.5,1ATR,3ATR,5,-7.15,-100,77.15,978,28.06,0.116
20,50,0.15,14,0.5,2ATR,2ATR,5,-7.19,-100,78.56,1020,30.63,0.127
5,50,0.1,14,0.5,1ATR,0,0,-7.2,-100,61.57,632,47.02,0.13
5,50,0.1,14,1,2ATR,3ATR,0,-7.22,-100,83.57,1194,44.71,0.226
5,50,0.2,14,0.5,2ATR,3ATR,0,-7.22,-100,83.57,1194,44.71,0.226
10,100,0.2,14,1,1ATR,2ATR,5,-7.22,-100,84.12,1214,24.88,0.209
5,50,0.15,21,1,2ATR,2ATR,0,-7.25,-100,90.77,1574,43.12,0.306
20,150,0.1,21,0.5,1ATR,3ATR,5,-7.25,-100,77.5,990,27.36,0.078
20,150,0.15,21,1,2ATR,2ATR,5,-7.25,-100,75.11,916,29.19,0.212
20,150,0.15,21,0.5,1ATR,3ATR,5,-7.27,-100,77.56,990,27.36,0.115
20,50,0.1,14,0.5,2ATR,2ATR,5,-7.28,-100,78.5,1020,30.63,0.087
20,50,0.1,14,1,2ATR,2ATR,5,-7.29,-100,78.62,1020,30.63,0.162
20,50,0.2,14,0.5,2ATR,2ATR,5,-7.29,-100,78.62,1020,30.63,0.162
10,50,0.1,21,0.5,2ATR,3ATR,5,-7.31,-100,71.58,834,35.38,0.096
10,50,0.15,21,0.5,2ATR,3ATR,5,-7.32,-100,71.67,834,35.38,0.142
5,50,0.2,21,1,2ATR,0,5,-7.33,-100,50.82,456,46.07,0.382
5,50,0.15,14,0.5,2ATR,0,5,-7.34,-100,50.43,460,46.04,0.187
5,150,0.15,21,1,2ATR,3ATR,5,-7.35,-100,70.16,794,33.81,0.242
10,50,0.15,21,1,2ATR,2ATR,5,-7.35,-100,78.87,1024,31.38,0.226
5,150,0.1,21,1,1ATR,0,0,-7.44,-100,46.29,404,45.52,0.245
5,150,0.2,14,1,2ATR,2ATR,0,-7.44,-100,87.84,1388,41.48,0.344
5,150,0.2,21,0.5,1ATR,0,0,-7.44,-100,46.29,404,45.52,0.245
5,150,0.2,21,1,2ATR,3ATR,0,-7.46,-100,80.18,1062,42.84,0.358
5,150,0.1,14,1,1ATR,0,0,-7.48,-100,46.11,402,45.52,0.238
5,150,0.2,14,0.5,1ATR,0,0,-7.48,-100,46.11,402,45.52,0.238
5,150,0.2,21,1,1ATR,2ATR,0,-7.48,-100,95,1980,38.83,0.328
5,100,0.1,14,1,1ATR,3ATR,5,-7.56,-100,79.13,1036,30.31,0.159
5,100,0.2,14,0.5,1ATR,3ATR,5,-7.56,-100,79.13,1036,30.31,0.159
10,100,0.15,21,1,1ATR,3ATR,5,-7.57,-100,78.59,1016,29.13,0.209
5,50,0.1,21,1,1ATR,0,5,-7.59,-100,56.99,552,43.41,0.229
5,50,0.2,21,0.5,1ATR,0,5,-7.59,-100,56.99,552,43.41,0.229
5,50,0.1,14,0.5,2ATR,0,5,-7.61,-100,50.26,460,46.04,0.127
5,100,0.1,21,0.5,2ATR,3ATR,5,-7.61,-100,70.82,816,35.28,0.096
10,50,0.15,14,1,1ATR,3ATR,5,-7.61,-100,79.8,1054,30.32,0.213
5,50,0.2,21,1,1ATR,0,5,-7.65,-100,57.45,552,43.41,0.361
10,50,0.15,14,0.5,2ATR,2ATR,5,-7.65,-100,79.08,1036,31.13,0.128
10,50,0.1,21,1,1ATR,2ATR,5,-7.67,-100,84.54,1236,26.53,0.142
10,50,0.2,21,0.5,1ATR,2ATR,5,-7.67,-100,84.54,1236,26.53,0.142
5,50,0.2,14,1,2ATR,0,5,-7.68,-100,51.16,460,46.04,0.379
5,50,0.15,21,0.5,1ATR,0,5,-7.7,-100,56.85,552,43.41,0.179
5,100,0.1,14,0.5,1ATR,3ATR,5,-7.72,-100,79.02,1036,30.31,0.084
20,150,0.15,21,1,2ATR,3ATR,5,-7.72,-100,69.43,778,32.03,0.23
10,100,0.1,14,1,1ATR,2ATR,5,-7.73,-100,84.01,1214,24.88,0.135
10,100,0.2,14,0.5,1ATR,2ATR,5,-7.73,-100,84.01,1214,24.88,0.135
10,100,0.1,14,0.5,1ATR,2ATR,5,-7.74,-100,83.93,1214,24.88,0.073
5,50,0.2,21,1,2ATR,3ATR,0,-7.77,-100,83.43,1180,44.77,0.371
5,50,0.1,21,1,1ATR,2ATR,0,-7.78,-100,95.79,2100,40.79,0.217
5,50,0.2,21,0.5,1ATR,2ATR,0,-7.78,-100,95.79,2100,40.79,0.217
5,50,0.15,21,1,1ATR,0,5,-7.79,-100,57.27,552,43.41,0.307
5,100,0.1,21,0.5,2ATR,2ATR,5,-7.81,-100,78.12,1008,31.16,0.088
5,100,0.15,21,0.5,2ATR,2ATR,5,-7.81,-100,78.19,1008,31.16,0.129
5,150,0.15,21,1,2ATR,2ATR,0,-7.81,-100,88.51,1428,41.32,0.297
10,100,0.15,14,1,1ATR,2ATR,5,-7.85,-100,84.09,1214,24.88,0.18
5,100,0.1,21,1,2ATR,2ATR,5,-7.87,-100,78.26,1008,31.16,0.166
5,100,0.2,21,0.5,2ATR,2ATR,5,-7.87,-100,78.26,1008,31.16,0.166
10,100,0.15,14,0.5,1ATR,2ATR,5,-7.88,-100,83.97,1214,24.88,0.106
20,150,0.1,14,1,2ATR,3ATR,5,-7.89,-100,68.92,770,32.26,0.169
20,150,0.2,14,0.5,2ATR,3ATR,5,-7.89,-100,68.92,770,32.26,0.169
5,50,0.1,21,0.5,1ATR,0,5,-7.91,-100,56.69,552,43.41,0.121
5,150,0.1,21,0.5,2ATR,3ATR,5,-7.92,-100,69.84,794,33.81,0.095
5,100,0.15,21,0.5,2ATR,3ATR,5,-7.94,-100,70.92,816,35.28,0.142
10,50,0.1,14,0.5,2ATR,2ATR,5,-7.94,-100,79.02,1036,31.13,0.088
20,100,0.15,21,1,1ATR,3ATR,5,-7.94,-100,78.61,1016,28.02,0.202
10,50,0.2,21,1,2ATR,2ATR,0,-7.95,-100,90.15,1526,42.91,0.36
5,100,0.1,21,1,2ATR,3ATR,5,-7.98,-100,71.02,816,35.28,0.184
5,100,0.2,21,0.5,2ATR,3ATR,5,-7.98,-100,71.02,816,35.28,0.184
10,50,0.15,14,1,2ATR,3ATR,5,-7.99,-100,71.52,824,35.64,0.248
5,50,0.1,14,1,2ATR,2ATR,0,-8,-100,90.53,1560,43.18,0.224
5,50,0.2,14,0.5,2ATR,2ATR,0,-8,-100,90.53,1560,43.18,0.224
5,150,0.2,14,1,2ATR,3ATR,0,-8.01,-100,80.91,1086,42.77,0.353
5,50,0.1,21,1,2ATR,2ATR,0,-8.03,-100,90.73,1574,43.12,0.227
5,50,0.2,21,0.5,2ATR,2ATR,0,-8.03,-100,90.73,1574,43.12,0.227
5,50,0.15,14,0.5,2ATR,3ATR,0,-8.07,-100,83.53,1194,44.71,0.176
5,100,0.15,14,0.5,1ATR,3ATR,5,-8.07,-100,79.09,1036,30.31,0.123
5,150,0.1,21,1,2ATR,0,0,-8.07,-100,38.42,312,46.04,0.246
5,150,0.2,21,0.5,2ATR,0,0,-8.07,-100,38.42,312,46.04,0.246
5,50,0.2,14,1,1ATR,2ATR,0,-8.08,-100,95.78,2092,40.82,0.338
5,50,0.2,14,1,1ATR,3ATR,0,-8.09,-100,91.38,1616,42.77,0.35
5,150,0.15,21,0.5,1ATR,0,0,-8.09,-100,46.15,404,45.52,0.188
5,150,0.15,21,1,2ATR,3ATR,0,-8.1,-100,80.12,1062,42.84,0.305
5,150,0.15,21,0.5,2ATR,3ATR,5,-8.11,-100,69.95,794,33.81,0.14
5,50,0.2,14,1,1ATR,0,5,-8.13,-100,57.88,558,43.28,0.357
20,150,0.1,21,1,2ATR,2ATR,5,-8.14,-100,75.02,916,29.19,0.157
20,150,0.2,21,0.5,2ATR,2ATR,5,-8.14,-100,75.02,916,29.19,0.157
5,50,0.1,14,0.5,2ATR,3ATR,0,-8.18,-100,83.47,1194,44.71,0.119
5,150,0.15,14,0.5,1ATR,0,0,-8.21,-100,45.98,402,45.52,0.183
5,100,0.2,14,1,2ATR,2ATR,0,-8.23,-100,88.86,1444,42.68,0.353
5,150,0.15,14,1,1ATR,0,0,-8.24,-100,46.51,402,45.52,0.315
5,100,0.2,14,1,2ATR,3ATR,5,-8.25,-100,71.16,812,35.45,0.292
5,150,0.1,21,1,2ATR,3ATR,5,-8.25,-100,70.05,794,33.81,0.179
5,150,0.2,21,0.5,2ATR,3ATR,5,-8.25,-100,70.05,794,33.81,0.179
20,100,0.1,21,0.5,1ATR,3ATR,5,-8.25,-100,78.38,1016,28.02,0.08
20,150,0.15,21,0.5,2ATR,2ATR,5,-8.25,-100,74.96,916,29.19,0.123
20,150,0.15,14,0.5,2ATR,3ATR,5,-8.27,-100,68.84,770,32.26,0.131
20,150,0.15,14,1,2ATR,3ATR,0,-8.27,-100,80.81,1086,42,0.294
5,50,0.15,14,1,1ATR,0,5,-8.29,-100,57.69,558,43.28,0.304
5,150,0.1,21,0.5,1ATR,0,0,-8.34,-100,45.94,404,45.52,0.127
5,50,0.1,14,1,1ATR,0,5,-8.37,-100,57.43,558,43.28,0.226
5,50,0.2,14,0.5,1ATR,0,5,-8.37,-100,57.43,558,43.28,0.226
5,100,0.1,21,1,2ATR,0,0,-8.38,-100,44.3,378,47.2,0.254
5,100,0.2,21,0.5,2ATR,0,0,-8.38,-100,44.3,378,47.2,0.254
5,50,0.15,21,0.5,1ATR,2ATR,0,-8.39,-100,95.78,2100,40.79,0.17
20,150,0.1,14,0.5,2ATR,3ATR,5,-8.39,-100,68.74,770,32.26,0.09
20,150,0.2,21,1,2ATR,3ATR,0,-8.42,-100,80.46,1070,42.05,0.351
5,150,0.2,14,1,1ATR,2ATR,0,-8.43,-100,94.9,1966,38.9,0.325
5,150,0.1,21,0.5,2ATR,3ATR,0,-8.44,-100,79.86,1062,42.84,0.118
5,50,0.1,14,1,2ATR,3ATR,5,-8.47,-100,74.46,900,36.35,0.185
5,50,0.2,14,0.5,2ATR,3ATR,5,-8.47,-100,74.46,900,36.35,0.185
10,50,0.15,21,0.5,1ATR,2ATR,5,-8.47,-100,84.51,1236,26.53,0.111
20,100,0.15,21,0.5,1ATR,3ATR,5,-8.47,-100,78.45,1016,28.02,0.117
5,100,0.15,21,1,1ATR,2ATR,0,-8.49,-100,95.26,2016,40.17,0.29
5,150,0.15,21,0.5,2ATR,3ATR,0,-8.49,-100,79.94,1062,42.84,0.175
5,150,0.15,21,1,1ATR,0,0,-8.51,-100,46.73,404,45.52,0.32
10,100,0.1,21,0.5,1ATR,3ATR,5,-8.52,-100,78.39,1016,29.13,0.082
5,50,0.1,21,0.5,1ATR,2ATR,0,-8.54,-100,95.76,2100,40.79,0.115
5,50,0.2,21,1,1ATR,3ATR,0,-8.55,-100,91.61,1632,42.73,0.354
20,150,0.2,21,1,2ATR,2ATR,0,-8.55,-100,88.16,1404,40.64,0.342
20,150,0.1,21,0.5,2ATR,2ATR,5,-8.56,-100,74.89,916,29.19,0.084
5,150,0.1,14,0.5,1ATR,0,0,-8.59,-100,45.78,402,45.52,0.124
5,100,0.15,21,1,2ATR,2ATR,0,-8.6,-100,89.24,1470,42.57,0.304
5,50,0.15,21,0.5,2ATR,2ATR,0,-8.62,-100,90.7,1574,43.12,0.177
10,50,0.1,21,0.5,1ATR,2ATR,5,-8.63,-100,84.47,1236,26.53,0.075
20,100,0.1,21,1,1ATR,3ATR,5,-8.63,-100,78.52,1016,28.02,0.15
20,100,0.2,21,0.5,1ATR,3ATR,5,-8.63,-100,78.52,1016,28.02,0.15
5,150,0.1,21,1,2ATR,3ATR,0,-8.64,-100,80.02,1062,42.84,0.225
5,150,0.2,21,0.5,2ATR,3ATR,0,-8.64,-100,80.02,1062,42.84,0.225
10,100,0.1,21,1,1ATR,3ATR,5,-8.64,-100,78.52,1016,29.13,0.154
10,100,0.2,21,0.5,1ATR,3ATR,5,-8.64,-100,78.52,1016,29.13,0.154
10,150,0.2,21,1,1ATR,2ATR,0,-8.64,-100,95.1,1992,38.34,0.324
10,150,0.2,21,1,2ATR,3ATR,5,-8.65,-100,69.45,774,32.69,0.272
5,150,0.15,21,0.5,2ATR,0,0,-8.67,-100,38.24,312,46.04,0.189
10,100,0.15,21,0.5,1ATR,3ATR,5,-8.68,-100,78.46,1016,29.13,0.12
10,50,0.1,21,1,2ATR,2ATR,5,-8.71,-100,78.8,1024,31.38,0.167
10,50,0.2,21,0.5,2ATR,2ATR,5,-8.71,-100,78.8,1024,31.38,0.167
5,150,0.1,21,0.5,2ATR,2ATR,0,-8.72,-100,88.37,1428,41.32,0.116
5,100,0.1,14,1,2ATR,0,0,-8.73,-100,44.31,378,47.22,0.249
5,100,0.2,14,0.5,2ATR,0,0,-8.73,-100,44.31,378,47.22,0.249
5,50,0.15,14,0.5,2ATR,2ATR,0,-8.79,-100,90.5,1560,43.18,0.174
10,150,0.15,21,1,1ATR,0,0,-8.79,-100,47.08,408,45.03,0.316
5,150,0.2,14,1,1ATR,0,0,-8.8,-100,46.86,402,45.52,0.37
5,50,0.1,14,0.5,2ATR,3ATR,5,-8.81,-100,74.3,900,36.35,0.099
5,50,0.15,14,0.5,1ATR,0,5,-8.81,-100,57.3,558,43.28,0.176
5,50,0.15,21,1,2ATR,3ATR,0,-8.83,-100,83.4,1180,44.77,0.315
5,150,0.1,21,1,2ATR,2ATR,0,-8.84,-100,88.47,1428,41.32,0.221
5,150,0.2,21,0.5,2ATR,2ATR,0,-8.84,-100,88.47,1428,41.32,0.221
10,50,0.2,21,1,1ATR,2ATR,0,-8.84,-100,95.86,2102,40.35,0.34
5,150,0.2,21,1,2ATR,2ATR,5,-8.85,-100,77.3,972,29.92,0.254
5,150,0.2,21,1,1ATR,3ATR,0,-8.86,-100,90.25,1532,40.72,0.342
5,100,0.1,21,1,1ATR,0,0,-8.88,-100,52.97,490,46.63,0.251
5,100,0.2,21,0.5,1ATR,0,0,-8.88,-100,52.97,490,46.63,0.251
5,150,0.1,14,1,2ATR,0,0,-8.89,-100,38.12,308,46.05,0.239
5,150,0.1,21,1,2ATR,0,5,-8.89,-100,36.43,290,44.83,0.236
5,150,0.2,14,0.5,2ATR,0,0,-8.89,-100,38.12,308,46.05,0.239
5,150,0.2,21,0.5,2ATR,0,5,-8.89,-100,36.43,290,44.83,0.236
10,150,0.2,21,1,1ATR,0,0,-8.89,-100,47.36,408,45.03,0.371
5,100,0.15,21,0.5,2ATR,0,0,-8.9,-100,44.11,378,47.2,0.196
5,150,0.1,21,0.5,2ATR,0,0,-8.91,-100,37.98,312,46.04,0.127
5,150,0.15,21,0.5,2ATR,2ATR,0,-8.92,-100,88.42,1428,41.32,0.172
5,50,0.1,21,0.5,2ATR,2ATR,0,-8.93,-100,90.67,1574,43.12,0.12
10,150,0.2,14,1,1ATR,0,0,-8.96,-100,47.53,410,45.01,0.37
5,100,0.1,14,1,1ATR,0,0,-8.98,-100,53.09,492,46.62,0.246
5,100,0.2,14,0.5,1ATR,0,0,-8.98,-100,53.09,492,46.62,0.246
5,150,0.15,14,1,2ATR,2ATR,0,-8.99,-100,87.84,1388,41.48,0.292
10,150,0.1,21,1,1ATR,0,0,-8.99,-100,46.74,408,45.03,0.236
10,150,0.2,21,0.5,1ATR,0,0,-8.99,-100,46.74,408,45.03,0.236
5,100,0.1,21,1,2ATR,0,5,-9.01,-100,40.91,338,45.67,0.243
5,100,0.2,21,0.5,2ATR,0,5,-9.01,-100,40.91,338,45.67,0.243
10,150,0.2,21,1,1ATR,3ATR,0,-9.01,-100,90.22,1530,40.27,0.337
20,150,0.2,14,1,2ATR,0,0,-9.01,-100,36.38,282,45.38,0.366
5,50,0.15,14,0.5,2ATR,3ATR,5,-9.04,-100,74.4,900,36.35,0.144
10,50,0.15,21,1,1ATR,3ATR,5,-9.04,-100,80.04,1060,30.13,0.214
20,150,0.1,21,1,2ATR,3ATR,5,-9.06,-100,69.35,778,32.03,0.171
20,150,0.2,21,0.5,2ATR,3ATR,5,-9.06,-100,69.35,778,32.03,0.171
5,100,0.15,14,1,2ATR,0,0,-9.07,-100,44.73,378,47.22,0.329
5,100,0.2,21,1,1ATR,3ATR,0,-9.07,-100,90.89,1576,42.01,0.351
5,150,0.15,21,1,2ATR,0,0,-9.08,-100,38.94,312,46.04,0.322
5,100,0.15,21,1,2ATR,0,0,-9.09,-100,44.76,378,47.2,0.333
5,50,0.15,14,1,1ATR,2ATR,0,-9.12,-100,95.77,2092,40.82,0.288
20,150,0.15,14,0.5,1ATR,0,5,-9.12,-100,38.56,316,41.49,0.168
20,150,0.2,21,1,1ATR,2ATR,0,-9.12,-100,94.93,1968,38.27,0.323
5,150,0.2,21,1,1ATR,0,0,-9.18,-100,47.09,404,45.52,0.372
5,150,0.15,14,1,2ATR,3ATR,0,-9.19,-100,80.87,1086,42.77,0.297
5,150,0.15,21,1,1ATR,2ATR,0,-9.19,-100,95,1980,38.83,0.282
20,150,0.15,21,1,2ATR,0,5,-9.21,-100,31.9,240,43.35,0.299
20,150,0.2,14,1,2ATR,2ATR,0,-9.21,-100,87.42,1362,40.83,0.337
5,100,0.1,21,0.5,2ATR,0,0,-9.22,-100,43.87,378,47.2,0.133
5,50,0.1,14,0.5,2ATR,2ATR,0,-9.23,-100,90.47,1560,43.18,0.118
10,150,0.2,14,1,2ATR,3ATR,5,-9.26,-100,68.67,756,33.07,0.273
20,150,0.15,21,0.5,2ATR,3ATR,5,-9.26,-100,69.25,778,32.03,0.133
20,150,0.2,14,1,1ATR,0,5,-9.27,-100,39.51,316,41.49,0.334
20,150,0.2,14,1,2ATR,0,5,-9.27,-100,31.82,236,43.46,0.347
5,100,0.15,14,1,2ATR,3ATR,5,-9.28,-100,71.1,812,35.45,0.248
5,50,0.15,14,1,1ATR,3ATR,0,-9.29,-100,91.37,1616,42.77,0.297
20,150,0.15,21,1,2ATR,3ATR,0,-9.29,-100,80.41,1070,42.05,0.3
20,50,0.2,21,1,2ATR,2ATR,5,-9.3,-100,78.54,1008,30.95,0.261
20,150,0.1,21,0.5,2ATR,3ATR,5,-9.31,-100,69.14,778,32.03,0.09
5,50,0.1,14,0.5,1ATR,0,5,-9.33,-100,57.13,558,43.28,0.119
10,150,0.15,14,1,1ATR,0,0,-9.35,-100,47.29,410,45.01,0.31
20,150,0.2,21,1,2ATR,0,5,-9.35,-100,32.26,240,43.35,0.349
5,100,0.2,14,1,2ATR,3ATR,0,-9.36,-100,82.32,1134,43.96,0.361
5,150,0.15,21,1,2ATR,2ATR,5,-9.37,-100,77.23,972,29.92,0.217
5,150,0.15,21,0.5,2ATR,2ATR,5,-9.38,-100,77.01,972,29.92,0.125
5,100,0.15,14,1,1ATR,0,0,-9.39,-100,53.46,492,46.62,0.325
5,150,0.1,21,0.5,2ATR,2ATR,5,-9.41,-100,76.93,972,29.92,0.085
5,150,0.15,14,1,2ATR,0,0,-9.43,-100,38.61,308,46.05,0.318
10,50,0.15,21,0.5,2ATR,2ATR,5,-9.43,-100,78.75,1024,31.38,0.13
20,50,0.15,14,1,1ATR,0,5,-9.43,-100,49.22,434,43.23,0.31
5,100,0.15,14,0.5,2ATR,0,0,-9.44,-100,44.14,378,47.22,0.192
5,100,0.15,21,0.5,1ATR,0,0,-9.45,-100,52.8,490,46.63,0.192
10,150,0.1,14,1,1ATR,0,0,-9.45,-100,46.94,410,45.01,0.232
10,150,0.2,14,0.5,1ATR,0,0,-9.45,-100,46.94,410,45.01,0.232
20,150,0.1,14,0.5,1ATR,0,5,-9.46,-100,38.32,316,41.49,0.113
5,100,0.15,14,1,2ATR,2ATR,0,-9.47,-100,88.84,1444,42.68,0.3
5,100,0.15,21,1,1ATR,0,0,-9.47,-100,53.36,490,46.63,0.33
10,50,0.2,14,1,1ATR,2ATR,0,-9.48,-100,95.75,2084,40.42,0.336
20,50,0.2,14,1,1ATR,0,5,-9.5,-100,49.55,434,43.23,0.367
20,150,0.1,14,1,1ATR,0,5,-9.5,-100,38.82,316,41.49,0.212
20,150,0.2,14,0.5,1ATR,0,5,-9.5,-100,38.82,316,41.49,0.212
5,100,0.1,21,0.5,2ATR,2ATR,0,-9.51,-100,89.09,1470,42.57,0.118
20,150,0.15,14,1,2ATR,0,0,-9.51,-100,36.14,282,45.38,0.312
5,100,0.2,14,1,2ATR,0,0,-9.52,-100,45.11,378,47.22,0.383
5,100,0.2,21,1,2ATR,0,0,-9.52,-100,45.15,378,47.2,0.388
20,50,0.2,21,1,2ATR,3ATR,0,-9.52,-100,82.13,1126,44.74,0.372
20,50,0.15,21,1,1ATR,0,5,-9.53,-100,49.1,432,43.29,0.312
5,150,0.15,21,0.5,2ATR,0,5,-9.54,-100,36.23,290,44.83,0.182
10,50,0.2,14,1,2ATR,3ATR,0,-9.56,-100,82.96,1158,44.41,0.365
20,150,0.1,14,1,2ATR,3ATR,0,-9.56,-100,80.74,1086,42,0.216
20,150,0.2,14,0.5,2ATR,3ATR,0,-9.56,-100,80.74,1086,42,0.216
5,150,0.1,21,1,2ATR,2ATR,5,-9.57,-100,77.1,972,29.92,0.16
5,150,0.2,21,0.5,2ATR,2ATR,5,-9.57,-100,77.1,972,29.92,0.16
10,50,0.15,21,1,2ATR,2ATR,0,-9.57,-100,90.14,1526,42.91,0.307
10,150,0.15,21,0.5,1ATR,0,0,-9.57,-100,46.57,408,45.03,0.183
5,100,0.15,21,0.5,2ATR,2ATR,0,-9.58,-100,89.14,1470,42.57,0.176
5,150,0.15,21,1,2ATR,0,5,-9.58,-100,36.94,290,44.83,0.311
10,150,0.2,14,1,1ATR,3ATR,0,-9.59,-100,89.96,1512,40.33,0.333
5,100,0.15,14,0.5,1ATR,0,0,-9.61,-100,52.93,492,46.62,0.188
